Account Name,VM UUID,VM Name,VM Type,Power State,CPUs,Storage Capacity,Memory,Reserved Memory,Is CVM,Last Reported,Theater,Region,Sub Region,Cluster UUID,Cluster Name,Node UUID,Node Serial Number,Hypervisor Type,Guest OS
"Petronas Energy Canada Ltd",62ad2fc7-e372-447c-bafd-436c792ff4fc,"CALDEVENGPRD01","kGuestVM","on",8,100 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",27991521-c2c8-4b09-9cf8-95acdfe5187e,"HM236S002581","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",90a8dc0e-c3db-4c88-8541-73c6b7978b94,"CALDEVENGTST01","kGuestVM","on",4,100 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",ae2d4bb4-3b24-42ba-88ce-7bf2a6b201b7,"CALDFS01","kGuestVM","on",1,70 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","Not Found"
"Petronas Energy Canada Ltd",6ea2037e-eb88-40eb-a0fa-b457dec0b46a,"CALDFSHA01","kGuestVM","on",2,80 GiB,12 GiB,12 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",27991521-c2c8-4b09-9cf8-95acdfe5187e,"HM236S002581","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",c1d2ee80-d294-4543-b1b1-abbc6b97f6af,"CALDFSHA02","kGuestVM","on",2,85 GiB,12 GiB,12 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",3a9e287e-46ff-43ba-43c1-6af11b514b6b,"CALDHCP01","kGuestVM","on",4,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",3753cefc-3cd2-4bd4-a0c9-f7f9ad58f30c,"CALDMPROD07","kGuestVM","on",8,850 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",26a831e8-3bc0-47c1-bd21-24a3520cf501,"CALDMPROD08","kGuestVM","on",8,310 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",fc791e1d-03e2-4ee2-8550-40c83e577054,"CALDMPROD09","kGuestVM","on",8,370 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",c3e95b0c-bc39-4c7f-8233-0e76ae487165,"CALDMTEST07","kGuestVM","on",8,900 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",f2274ebb-cbbd-4dc8-a0da-d5156f71e508,"CALDMTEST08","kGuestVM","on",8,150 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",70553a48-9acd-4898-99d3-0f79a197ed76,"CALDMTEST09","kGuestVM","on",8,400 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",6503e609-5d5c-4a5c-abd7-b0afb4bb39a8,"CALEDHTEST01 ","kGuestVM","on",8,220 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",02a23beb-d1f5-4310-bc3a-9006bec1160b,"CALEKA05","kGuestVM","on",2,180 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",06c4e7df-8e59-4964-af09-086f29a05757,"CALEKA06","kGuestVM","on",2,80 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",85fee476-100f-4cc2-8332-3722d311e696,"CALEKA07","kGuestVM","on",2,100 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",1d747e00-6c8b-4135-8b26-0baa6b8057db,"CALEKA08","kGuestVM","on",2,100 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",7ca4b3bf-8f11-45c1-b75e-353caee2e228,"CALEKATST01","kGuestVM","on",4,250 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",ee63480e-df5d-4f97-973c-a6c0fbfc7287,"CALEKATST07","kGuestVM","on",2,100 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",2eacf408-897c-4a32-abb1-e5f4d7ca3416,"CALENTID01","kGuestVM","on",8,100 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",27991521-c2c8-4b09-9cf8-95acdfe5187e,"HM236S002581","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",9b046190-b442-4531-b7db-c05bd6f35bd0,"CALENTID02","kGuestVM","on",8,100 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",dc784c46-93e6-447d-abfd-9924f5827ca6,"HM23AS001610","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",c9d02190-203f-4c7d-bc39-4ef8e328ac39,"CALEX01","kGuestVM","on",4,1220 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","Not Found"
"Petronas Energy Canada Ltd",cc96ab24-a270-4f72-9421-53083463c966,"CALEX02","kGuestVM","on",4,555 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","Not Found"
"Petronas Energy Canada Ltd",a7a5fef5-643f-4ee9-bab3-4d614f2fe174,"CALEX05","kGuestVM","on",4,615 GiB,24 GiB,24 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",f9b50bd2-801d-4f5b-9b05-11e605168cf7,"HM23AS001337","AHV","windows:64:WindowsServer2012R2Datacenter"
"Petronas Energy Canada Ltd",8c8a7e71-7d34-43b5-897a-f9114edcb3eb,"CALEXH01","kGuestVM","on",8,400 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",b1e8d082-c4ac-48df-b9dc-2640df845d70,"CALEXH02","kGuestVM","on",8,400 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",96af6677-a7d6-48ae-8c97-838a15aac0c3,"HM23AS001386","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",b69ccf1a-ebf4-4268-b477-0135af112235,"CALEXH10","kGuestVM","on",4,650 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",0f107670-fe9b-4ba1-9847-ede677e1987e,"CALEXH11","kGuestVM","on",4,585 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",0b5650fc-55b9-45ee-bbb3-cbac071bebb8,"CALEXH21","kGuestVM","on",4,600 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",6a7d2842-69af-465d-99ee-fe9f24eb9dea,"HM214S004733","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",6ccaf280-6e4a-4ee8-8540-8bf3ff0dfe56,"CALFS01","kGuestVM","on",4,19960 GiB,12 GiB,12 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2012R2Standard"
"Petronas Energy Canada Ltd",13fb6e24-66e1-4e30-9a57-8e81fe8f08f6,"CALFS03","kGuestVM","on",4,17510 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",99cebec4-5a9b-439a-ba26-68694d1d26b4,"CALFS04","kGuestVM","on",8,12953 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",c0056f78-57c1-4a01-a666-d147ba860c9d,"CALFS05","kGuestVM","on",4,23140 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",2f5675a2-3fb0-40b1-a526-1d191ccbaf7f,"CALFS07","kGuestVM","on",4,19750 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",aa7bbc1a-3318-4689-8fa7-ea34ac0d277a,"CALFS08","kGuestVM","on",4,6630 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",33f67b9d-8376-4868-8558-751f50814631,"CALFS09","kGuestVM","on",8,43570 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",a29796af-6136-47f9-9c86-b2faa52e9e39,"CALGGW01","kGuestVM","on",4,75 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",632e2d05-1319-45d1-bfaa-aee73eb2359e,"CALGISFS01","kGuestVM","on",8,12375 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",607981a6-29dc-4061-b23e-e0d06b5147e1,"CALINFRA01","kGuestVM","on",2,150 GiB,6 GiB,6 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",07f36d3a-22a5-4a1d-976a-5e5c33cf7845,"CALISMGMT01","kGuestVM","on",1,110 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",d5d351e6-78e9-465c-82c3-bc82873e8277,"CALISMGMTTST01","kGuestVM","on",4,60 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",27991521-c2c8-4b09-9cf8-95acdfe5187e,"HM236S002581","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",ebae1998-37d7-4b95-6f3d-a521d358cf9d,"CALITOPS01","kGuestVM","on",4,80 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",7591d7e8-8c09-4f39-aad9-9e8da29d7368,"HM229S022378","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",350218d8-6cb7-4a02-99f0-f45353301efb,"CALKFPROD02","kGuestVM","on",2,235 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",09122c36-76fe-4e45-859c-5d22761edef2,"CALKFPROD03","kGuestVM","on",2,250 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",6ae68881-ee8a-4011-9d8c-c8d11d9656bf,"CALKFTST02","kGuestVM","on",8,200 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",3f3d8a81-3a05-4436-b022-07e3f4afa826,"CALKSS01","kGuestVM","on",2,150 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",b29b0efa-82c1-407b-9233-75f45dd10b9f,"CALLIC02","kGuestVM","on",2,100 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",f89c4218-67fb-4480-9847-cc7c47147fa4,"CALLIC03","kGuestVM","on",2,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",6fc97035-f4b0-4de0-84d0-9a69d1680cc7,"CALLIC04","kGuestVM","on",2,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",ac1580a2-7bcc-4eed-856b-959138ebbb63,"CALMAXDEV02","kGuestVM","on",2,445 GiB,12 GiB,12 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",d685a37b-76ef-499f-8568-b513c189019e,"CALMAXPROD04","kGuestVM","on",6,260 GiB,18 GiB,18 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",a9eca7dd-ae0c-46c2-90be-99c744e9c8f6,"CALMAXPROD05","kGuestVM","on",6,280 GiB,18 GiB,18 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",85a50928-0a22-45c7-a839-770fa82b3267,"CALMAXPROD06","kGuestVM","on",6,360 GiB,18 GiB,18 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",d1bbb430-0f3d-4710-9001-365253045cb9,"CALMAXQA04","kGuestVM","on",12,280 GiB,18 GiB,18 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",a9c4b4ef-48fc-45c7-a03e-aca16fcfe6f0,"CALMAXQA05","kGuestVM","on",12,230 GiB,18 GiB,18 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",8d6291cc-cb6b-4c7e-a567-1deb8d192631,"CALMAXQA06","kGuestVM","on",12,160 GiB,18 GiB,18 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",d4fddfd2-beb6-46fa-b5b5-20d239747002,"CALMAXTEST02","kGuestVM","on",8,310 GiB,18 GiB,18 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",71f7fe14-e2a8-49c3-86e7-3011c45bd994,"CALMDETST02","kGuestVM","off",4,60 GiB,8 GiB,0.00 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",-,"-","-","windows:64:WindowsServer2012R2Datacenter"
"Petronas Energy Canada Ltd",2c989859-acd6-475d-9cbd-17172cb5acf8,"CALMFT01","kGuestVM","on",8,750 GiB,12 GiB,12 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","Not Found"
"Petronas Energy Canada Ltd",713f7e79-2156-4ae1-a340-25c4cd537742,"CALMGMT05","kGuestVM","on",2,100 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",b4bcf75f-3fcf-437a-99cf-8a59153b3adb,"CALMGMT06","kGuestVM","on",2,140 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",615769ae-dc46-4eb2-8f51-33eb5161c10f,"CALMGMT07","kGuestVM","on",4,180 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",232d4fb2-4c42-4958-a2f1-dabf9badc72d,"CALMOVE02","kGuestVM","off",4,50 GiB,8 GiB,0.00 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",-,"-","-","Not Found"
"Petronas Energy Canada Ltd",c4bb80e6-5550-4ef2-bb09-c0b2bf8001ec,"CALNOMAD01","kGuestVM","on",4,900 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2019Datacenter"
