Account Name,Serial Number,Node Serial Number,Cluster Name,Cluster UUID,Account Executive,Account Executive Email,Asset Model,Asset Age,Model Family,Asset Status,Node Count (Operational),Node Count (Assets),AOS Version,Node License Mode,Hypervisor Type,Hypervisor Version,Install Location,Ship Date,Last Pulse Date,SSD Capacity (In TiB),SSD Capacity (In TB),HDD Capacity (In TiB),HDD Capacity (In TB),CPU Core Count,Contract Coverage,Contract Status,Contract Start Date,Contract End Date,Break Fix Contact Phone,Break Fix Contact Email,Asset EOL,Asset EOM,Order Type,Region,Sub Region,Incumbent Reseller,Incumbent Distributor,Cluster Tag,Sales Order,Asset Tag (Internal),Install Country,Install Zip,Install Base Address,Prior Contract End Date
"Petronas Energy Canada Ltd",23SH5J170567,"HM22CS009425","CG1NTX04",0005fc76-8db4-3aae-23df-7cc255357f98,"Scott Sefcik","scott.sefcik@nutanix.com",NX-3155GN-G8-CM,2,"NX-3155GN","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Calgary",2023-05-09,2025-10-23 00:00,20.95 TiB,23.04 TB,0.00 TiB,0 TB,48,"Production: 24x7 service; NBD parts",Under Support,2023-05-09,2028-05-08,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-157188","-","CANADA (CA)","T2C3C2","7007 54TH ST SE BUILDING D STE 204 DUSTIN FENRICH, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5J170570,"HM22CS010037","CG1NTX04",0005fc76-8db4-3aae-23df-7cc255357f98,"Scott Sefcik","scott.sefcik@nutanix.com",NX-3155GN-G8-CM,2,"NX-3155GN","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Calgary",2023-05-09,2025-10-23 00:00,20.95 TiB,23.04 TB,0.00 TiB,0 TB,48,"Production: 24x7 service; NBD parts",Under Support,2023-05-09,2028-05-08,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-157188","-","CANADA (CA)","T2C3C2","7007 54TH ST SE BUILDING D STE 204 DUSTIN FENRICH, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5J170572,"HM22CS010115","CG1NTX04",0005fc76-8db4-3aae-23df-7cc255357f98,"Scott Sefcik","scott.sefcik@nutanix.com",NX-3155GN-G8-CM,2,"NX-3155GN","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Calgary",2023-05-09,2025-10-23 00:00,20.95 TiB,23.04 TB,0.00 TiB,0 TB,48,"Production: 24x7 service; NBD parts",Under Support,2023-05-09,2028-05-08,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-157188","-","CANADA (CA)","T2C3C2","7007 54TH ST SE BUILDING D STE 204 DUSTIN FENRICH, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5J170576,"HM22CS010168","CG1NTX04",0005fc76-8db4-3aae-23df-7cc255357f98,"Scott Sefcik","scott.sefcik@nutanix.com",NX-3155GN-G8-CM,2,"NX-3155GN","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Calgary",2023-05-09,2025-10-23 00:00,20.95 TiB,23.04 TB,0.00 TiB,0 TB,48,"Production: 24x7 service; NBD parts",Under Support,2023-05-09,2028-05-08,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-157188","-","CANADA (CA)","T2C3C2","7007 54TH ST SE BUILDING D STE 204 DUSTIN FENRICH, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5K330143,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,2,"NX-8170","Replacement Shipped",-,1,"-",NX-SWO,"Not Found","Nutanix 20220304.488","Calgary",2023-08-24,Not Found,83.82 TiB,92.16 TB,-,-,32,"Production: 24x7 service; NBD parts",No Support Contract,2023-08-24,2028-08-23,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-165144","-","CANADA (CA)","T2C 3C3","7007 54TH ST SE, Calgary, AB, CANADA (CA), T2C 3C3","-"
"Petronas Energy Canada Ltd",23SH5K330148,"HM236S002581","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,2,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-08-24,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,32,"Production: 24x7 service; NBD parts",Under Support,2023-08-24,2028-08-23,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-165144","-","CANADA (CA)","T2C 3C3","7007 54TH ST SE, Calgary, AB, CANADA (CA), T2C 3C3","-"
"Petronas Energy Canada Ltd",23SH5K440113,"HM23AS001610","CG2NTX01",00059c1d-becb-2afa-265f-ac1f6b3586c9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-29,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,40,"Production: 24x7 service; NBD parts",Under Support,2023-11-29,2028-11-28,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-171778","-","CANADA (CA)","T2C3C2","204-7007 54 ST SE STE 204, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5K440142,"HM23AS001356","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-29,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,40,"Production: 24x7 service; NBD parts",Under Support,2023-11-29,2028-11-28,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-171778","-","CANADA (CA)","T2C3C2","204-7007 54 ST SE STE 204, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5K440170,"HM23AS001372","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-29,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,40,"Production: 24x7 service; NBD parts",Under Support,2023-11-29,2028-11-28,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-171778","-","CANADA (CA)","T2C3C2","204-7007 54 ST SE STE 204, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5K440175,"HM23AS001367","CG2NTX01",00059c1d-becb-2afa-265f-ac1f6b3586c9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-29,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,40,"Production: 24x7 service; NBD parts",Under Support,2023-11-29,2028-11-28,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-171778","-","CANADA (CA)","T2C3C2","204-7007 54 ST SE STE 204, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5K440177,"HM23AS001386","CG2NTX01",00059c1d-becb-2afa-265f-ac1f6b3586c9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-29,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,40,"Production: 24x7 service; NBD parts",Under Support,2023-11-29,2028-11-28,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-171778","-","CANADA (CA)","T2C3C2","204-7007 54 ST SE STE 204, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5K440189,"HM23AS001353","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-29,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,40,"Production: 24x7 service; NBD parts",Under Support,2023-11-29,2028-11-28,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-171778","-","CANADA (CA)","T2C3C2","204-7007 54 ST SE STE 204, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5K440201,"HM23AS001453","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-29,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,40,"Production: 24x7 service; NBD parts",Under Support,2023-11-29,2028-11-28,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-171778","-","CANADA (CA)","T2C3C2","204-7007 54 ST SE STE 204, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5K440208,"HM23AS001337","CG2NTX01",00059c1d-becb-2afa-265f-ac1f6b3586c9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8170-G8-CM,1,"NX-8170","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-11-29,2025-10-23 00:00,83.82 TiB,92.16 TB,-,-,40,"Production: 24x7 service; NBD parts",Under Support,2023-11-29,2028-11-28,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-171778","-","CANADA (CA)","T2C3C2","204-7007 54 ST SE STE 204, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SH5N470470,"OM23AS019388","C72A",00058a98-f316-4543-0000-00000002933c,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,1,"NX-1175S","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Fort St. John",2024-01-08,2025-10-23 00:00,3.49 TiB,3.84 TB,13.19 TiB,12 TB,20,"Production: 24x7 service; NBD parts",Under Support,2024-01-08,2029-01-07,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-174719","-","CANADA (CA)","V1J 8C5","6954 100 AVE, Fort St. John, BC, CANADA (CA), V1J 8C5","-"
"Petronas Energy Canada Ltd",23SH5N470492,"OM23AS019405","C72A",00058a98-f316-4543-0000-00000002933c,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,1,"NX-1175S","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Fort St. John",2024-01-08,2025-10-23 00:00,3.49 TiB,3.84 TB,13.19 TiB,12 TB,20,"Production: 24x7 service; NBD parts",Under Support,2024-01-08,2029-01-07,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-174719","-","CANADA (CA)","V1J 8C5","6954 100 AVE, Fort St. John, BC, CANADA (CA), V1J 8C5","-"
"Petronas Energy Canada Ltd",23SH5N470504,"OM23AS019297","C72A",00058a98-f316-4543-0000-00000002933c,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,1,"NX-1175S","Shipped",1,1,"6.10",NX-SWO,"AHV","20230302","Fort St. John",2024-01-08,2025-10-23 00:00,3.49 TiB,3.84 TB,13.19 TiB,12 TB,20,"Production: 24x7 service; NBD parts",Under Support,2024-01-08,2029-01-07,"14033516939","infrastructure@petronascanada.com",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-174719","-","CANADA (CA)","V1J 8C5","6954 100 AVE, Fort St. John, BC, CANADA (CA), V1J 8C5","-"
"Petronas Energy Canada Ltd",23SW000279050,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-ADVREP-PRD,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-02-22,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-02-22,2027-12-21,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-151951","-","CANADA (CA)","T2P 1M4","215 2 St SW #1600, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000289217,"-","CG1NTX04",0005fc76-8db4-3aae-23df-7cc255357f98,"Scott Sefcik","scott.sefcik@nutanix.com",SW-EUC-PRO-PR,2,"Software Only","Shipped",-,-,"6.10",NX-SWO,"AHV","-","Calgary",2023-05-09,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-05-09,2028-05-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-157188","-","CANADA (CA)","T2C3C2","7007 54TH ST SE BUILDING D STE 204 DUSTIN FENRICH, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SW000289218,"-","CG1PRISM",d890c827-4e71-44c8-aa87-55b6b64398a2,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"7.3.1",NX-SWO,"Not Found","-","Calgary",2023-05-09,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-05-09,2028-05-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-157188","-","CANADA (CA)","T2C3C2","7007 54TH ST SE BUILDING D STE 204 DUSTIN FENRICH, Calgary, AB, CANADA (CA), T2C3C2","-"
"Petronas Energy Canada Ltd",23SW000291024,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,5,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2019-11-01,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-10-30,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-066949","-","CANADA (CA)","T2P 1M4","1600 215 2ND ST SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291025,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SWA-NCI-ADR-PR,5,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2019-11-01,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-10-30,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom","ARROW ECS CANADA","-","SO-066949","-","CANADA (CA)","T2P 1M4","1600 215 2ND ST SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291026,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,5,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2020-10-01,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2025-09-30,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-090392","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291027,"-","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,4,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2020-12-07,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-05-17,2025-12-06,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-094748","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",23SW000291028,"-","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,3,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2022-01-07,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-05-17,2027-01-06,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-120618","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291029,"-","CG1NTX01",00059c0d-e562-6375-7211-ac1f6b356611,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,2,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2022-12-19,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-05-17,2027-12-18,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-146772","-","CANADA (CA)","T2C 3C2","7007 54TH ST SE BLD D SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"Petronas Energy Canada Ltd",23SW000291030,"-","CG2NTX01",00059c1d-becb-2afa-265f-ac1f6b3586c9,"Scott Sefcik","scott.sefcik@nutanix.com",SWA-NCI-ADR-PR,2,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2023-02-22,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-05-17,2027-12-21,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-151951","-","CANADA (CA)","T2P 1M4","215 2 St SW #1600, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291031,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291032,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291033,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291034,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291035,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291036,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291037,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291038,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291039,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291040,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291041,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
"Petronas Energy Canada Ltd",23SW000291042,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-17,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-17,2024-08-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","CompuCom Canada","ARROW ECS CANADA","-","SO-139872","-","CANADA (CA)","T2P 1M4","1600 215 2ND STREET SW, Calgary, AB, CANADA (CA), T2P 1M4","-"
