Account Name,Serial Number,Node Serial Number,Cluster Name,Cluster UUID,Account Executive,Account Executive Email,Asset Model,Asset Age,Model Family,Asset Status,Node Count (Operational),Node Count (Assets),AOS Version,Node License Mode,Hypervisor Type,Hypervisor Version,Install Location,Ship Date,Last Pulse Date,SSD Capacity (In TiB),SSD Capacity (In TB),HDD Capacity (In TiB),HDD Capacity (In TB),CPU Core Count,Contract Coverage,Contract Status,Contract Start Date,Contract End Date,Break Fix Contact Phone,Break Fix Contact Email,Asset EOL,Asset EOM,Order Type,Region,Sub Region,Incumbent Reseller,Incumbent Distributor,Cluster Tag,Sales Order,Asset Tag (Internal),Install Country,Install Zip,Install Base Address,Prior Contract End Date
"WhiteCap Resources",17FM6G460108,"-","WC-WEYNTNX01",00055fc8-1df2-ef0f-2a66-ac1f6b1caee4,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1365S-G5,7,"NX-1000","Shipped",-,3,"6.5.3.7",NX,"AHV","Nutanix 20220304.423","Weyburn",2017-12-01,2024-03-05 00:00,2.62 TiB,2.88 TB,52.78 TiB,48 TB,36,"Production: 24x7 service; NBD parts",EXPIRED,2017-12-01,2023-10-31,"+1 4038172197","ryan.kuffler@wcap.ca",Oct 2023,Apr 2022,"Revenue","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-036409","-","CANADA (CA)","-","F79R+PCQ, Weyburn, Saskatchewan, CANADA (CA)","-"
"WhiteCap Resources",22SG5E030147,"OM21BS052138","WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Valhalla",2022-01-28,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",EXPIRED,2022-01-28,2025-01-27,"+1 4038172197","ryan.kuffler@wcap.ca",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-122280","-","CANADA (CA)","-","GMCR+H8P, Valhalla, Alberta, CANADA (CA)","-"
"WhiteCap Resources",22SG5E030148,"OM21BS052184","WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Valhalla",2022-01-28,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",EXPIRED,2022-01-28,2025-01-27,"+1 4038172197","ryan.kuffler@wcap.ca",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-122280","-","CANADA (CA)","-","GMCR+H8P, Valhalla, Alberta, CANADA (CA)","-"
"WhiteCap Resources",22SG5E030166,"OM21AS032038","WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G7-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Valhalla",2022-01-28,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",EXPIRED,2022-01-28,2025-01-27,"+1 4038172197","ryan.kuffler@wcap.ca",Jun 2027,Dec 2025,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-122280","-","CANADA (CA)","-","GMCR+H8P, Valhalla, Alberta, CANADA (CA)","-"
"WhiteCap Resources",22SG5H200021,"HM223S012257","WC-CGY-NXA",00058a79-b337-8078-3fd2-ac1f6b5c4da0,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8155-G8-CM,3,"NX-8155","Shipped",-,1,"6.10.1",NX-SWO,"AHV","Nutanix 20230302.103003","Calgary",2022-06-03,2025-06-23 00:00,20.95 TiB,23.04 TB,0.00 TiB,0 TB,16,"Production: 24x7 service; NBD parts",Under Support,2022-06-03,2026-04-01,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-130400","-","CANADA (CA)","T2C 3C2","7007 54 ST SE, UNIT 204, BUILDING D, Calgary, Alberta, CANADA (CA), T2C 3C2","2025-04-01"
"WhiteCap Resources",22SG5H200033,"HM223S011695","WC-CGY-NXA",00058a79-b337-8078-3fd2-ac1f6b5c4da0,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8155-G8-CM,3,"NX-8155","Shipped",-,1,"6.10.1",NX-SWO,"AHV","Nutanix 20230302.103003","Calgary",2022-06-03,2025-06-23 00:00,20.95 TiB,23.04 TB,0.00 TiB,0 TB,16,"Production: 24x7 service; NBD parts",Under Support,2022-06-03,2026-04-01,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-130400","-","CANADA (CA)","T2C 3C2","7007 54 ST SE, UNIT 204, BUILDING D, Calgary, Alberta, CANADA (CA), T2C 3C2","2025-04-01"
"WhiteCap Resources",22SG5H290069,"HM224S009781","WC-CGY-NXA",00058a79-b337-8078-3fd2-ac1f6b5c4da0,"Scott Sefcik","scott.sefcik@nutanix.com",NX-8155-G8-CM,3,"NX-8155","Shipped",-,1,"6.10.1",NX-SWO,"AHV","Nutanix 20230302.103003","Calgary",2022-08-05,2025-06-23 00:00,20.95 TiB,23.04 TB,0.00 TiB,0 TB,16,"Production: 24x7 service; NBD parts",Under Support,2022-08-05,2026-08-03,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137495","-","CANADA (CA)","T2C 3C2","7007 54 ST SE, UNIT 204, BUILDING D, Calgary, Alberta, CANADA (CA), T2C 3C2","2025-08-03"
"WhiteCap Resources",22SG5N300039,"OM225S042657","WC-KBP-NXA",0005e712-d27c-1010-206a-3ceceffd92e0,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Kaybob",2022-08-03,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,12,"Production: 24x7 service; NBD parts",Under Support,2022-08-03,2026-08-01,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","-","956558H7+QM, Kaybob, Alberta, CANADA (CA)","2025-08-01"
"WhiteCap Resources",22SG5N310011,"OM226S016685","WC-RST-NXA",0005e716-153b-a19e-276d-3ceceffe1e48,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Resthaven",2022-08-03,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,12,"Production: 24x7 service; NBD parts",Under Support,2022-08-03,2026-08-01,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","-","95635WCR+64, Resthaven, Alberta, CANADA (CA)","2025-08-01"
"WhiteCap Resources",22SG5N310015,"OM226S016576","WC-WCO-NXA",0005e702-70d1-2bb6-4683-3ceceffe1d6e,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",-,1,"6.10.1",NX-SWO,"AHV","Nutanix 20230302.103003","Whitecourt",2022-08-03,2025-09-08 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,12,"Production: 24x7 service; NBD parts",Under Support,2022-08-03,2026-08-01,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T7S 1X3","3363 34 Ave, Whitecourt, Alberta, CANADA (CA), T7S 1X3","2025-08-01"
"WhiteCap Resources",22SH5G520225,"WM228S010352","WC-GPO-NXA",0005f539-9244-cb21-751e-3cecefd47569,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1120S-G7-CM,2,"NX-1120S","Shipped",-,1,"6.10.1",NX-SWO,"AHV","Nutanix 20230302.103003","Grande Prairie",2023-02-07,2025-09-08 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",Under Support,2023-02-07,2026-02-06,"+1 4038172197","ryan.kuffler@wcap.ca",Jun 2028,Jun 2027,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-150385","-","CANADA (CA)","T8V 6M8","#104, 10505 118 St, Grande Prairie, Alberta, CANADA (CA), T8V 6M8","-"
"WhiteCap Resources",22SH5N290276,"OM225S042714","WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2022-08-09,2025-10-23 00:00,13.97 TiB,15.36 TB,0.00 TiB,0 TB,12,"Production: 24x7 service; NBD parts",Under Support,2022-08-09,2026-12-07,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2C 3C2","7007 54 ST SE, UNIT 204, BUILDING D, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",22SH5N290314,"OM226S016473","WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2022-08-09,2025-10-23 00:00,13.97 TiB,15.36 TB,0.00 TiB,0 TB,12,"Production: 24x7 service; NBD parts",Under Support,2022-08-09,2026-12-07,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2C 3C2","7007 54 ST SE, UNIT 204, BUILDING D, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",22SH5N290339,"OM225S042810","WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2022-08-09,2025-10-23 00:00,13.97 TiB,15.36 TB,0.00 TiB,0 TB,12,"Production: 24x7 service; NBD parts",Under Support,2022-08-09,2026-12-07,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2C 3C2","7007 54 ST SE, UNIT 204, BUILDING D, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",22SH5N320139,"OM226S016276","WC-KBP-NXB",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Kaybob",2022-08-09,2025-10-23 00:00,6.98 TiB,7.68 TB,39.58 TiB,36 TB,16,"Production: 24x7 service; NBD parts",Under Support,2022-08-09,2026-08-07,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","-","956558H7+QM, Kaybob, Alberta, CANADA (CA)","2025-08-07"
"WhiteCap Resources",22SH5N320144,"OM226S016305","WC-KBP-NXB",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Kaybob",2022-08-09,2025-10-23 00:00,6.98 TiB,7.68 TB,39.58 TiB,36 TB,16,"Production: 24x7 service; NBD parts",Under Support,2022-08-09,2026-08-07,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","-","956558H7+QM, Kaybob, Alberta, CANADA (CA)","2025-08-07"
"WhiteCap Resources",22SH5N320149,"OM226S016274","WC-KBP-NXB",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,3,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Kaybob",2022-08-09,2025-10-23 00:00,6.98 TiB,7.68 TB,39.58 TiB,36 TB,16,"Production: 24x7 service; NBD parts",Under Support,2022-08-09,2026-08-07,"+1 4038172197","ryan.kuffler@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","-","956558H7+QM, Kaybob, Alberta, CANADA (CA)","2025-08-07"
"WhiteCap Resources",22SW000221047,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD-3YR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-01-10,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-01-10,2025-01-09,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-117914","-","CANADA (CA)","T2C 3C2","UNIT 204, BUILDING D - 7007 - 54 ST, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",22SW000223303,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-ROBO-PRO-PRD-3YR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-01-28,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-01-28,2025-01-27,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-122280","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Ave SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000227143,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-02-23,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-02-23,2025-03-22,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-125291","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE,, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",22SW000227681,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-FILES-AOS-1TiB-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-03-02,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-03-02,2024-01-05,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-125976","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000240897,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-06-03,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-06-03,2025-04-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-130400","-","CANADA (CA)","T2C 3C2","7007 - 54 ST SE 
UNIT 204, BUILDING D, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",22SW000246920,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",HS-NDL-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-01,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-08-01,2024-01-05,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-136492","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000248310,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-ROBO-1VM-PRO-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-03,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-08-03,2025-08-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000249261,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-05,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-08-05,2025-08-04,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-138523","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",22SW000249397,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-05,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-08-05,2025-08-04,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137495","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",22SW000250558,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-08-09,2025-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000250559,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-FILES-AOS-1TiB-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-08-09,2025-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000250592,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-AOS-PRO-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-08-09,2025-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000250593,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-FILES-AOS-1TiB-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-08-09,2025-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000256242,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",HS-NDL-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-09-12,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-09-12,2024-01-05,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-140296","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",22SW000256243,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-FILES-AOS-1TiB-PRD,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-09-12,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2022-09-12,2024-01-05,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-140296","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",23SG5N460002,"OM239S044833","WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G8-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2023-12-08,2025-10-23 00:00,13.97 TiB,15.36 TB,0.00 TiB,0 TB,12,"Production: 24x7 service; NBD parts",Under Support,2023-12-08,2026-12-07,"+1 4038172181","awolde@wcap.ca",Jul 2029,Jan 2028,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-171961","-","CANADA (CA)","T2C 3C2","7007 54 ST SE, UNIT 204, BUILDING D, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",23SH5G300466,"WM228S010458","WC-WAP-NXA",0006051a-66b0-8597-37b6-3cecefd475d3,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1120S-G7-CM,2,"NX-1120S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Wapiti",2023-08-08,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",Under Support,2023-08-08,2026-08-07,"+1 4038172181","awolde@wcap.ca",Jun 2028,Jun 2027,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162951","-","CANADA (CA)","-","9562QRG5+C4, Wapiti, Alberta, CANADA (CA)","-"
"WhiteCap Resources",23SH5G300469,"WM22BS018942","WC-KWA-NXB",000610ba-e6e5-b3ee-69b2-3cecefdb38b1,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1120S-G7-CM,2,"NX-1120S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Musreau",2023-08-09,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",Under Support,2023-08-09,2026-08-08,"+1 4038172181","awolde@wcap.ca",Jun 2028,Jun 2027,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162958","-","CANADA (CA)","-","9563JC5X+GP, Musreau, Alberta, CANADA (CA)","-"
"WhiteCap Resources",23SH5G300474,"WM22BS018931","WC-STR-NXA",00061057-fe1d-855f-4235-3cecefdb38a6,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1120S-G7-CM,2,"NX-1120S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Sturgeon Lake",2023-08-09,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",Under Support,2023-08-09,2026-08-08,"+1 4038172197","ryan.kuffler@wcap.ca",Jun 2028,Jun 2027,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162959","-","CANADA (CA)","-","9564X87R+XC, Sturgeon Lake, Alberta, CANADA (CA)","-"
"WhiteCap Resources",23SW000276844,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-ROBO-1VM-PRO-PRD,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-02-07,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-02-07,2026-02-06,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-150385","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
