Node UUID,Node Serial Number,Node Model,Node License Mode,Install Location,Cluster Name,Contract Status,Account Name,Account Executive,Account Executive Email,Incumbent Reseller,Incumbent Distributor,Cluster UUID,Block Serial Number,Node Vendor,Model Family,Model Group,BIOS Vendor,BIOS Version,BIOS Revision,BIOS ROM Size (in MiB),BMC Manufacturer,BMC Version,Storage Controller Manufacturer,Storage Controller Part Number,Storage Controller Version,Satadom Device Model,Satadom Version,NIC Manufacturer,NIC Version,NIC Firmware Version,NIC Location,Drive Configuration,SSD Part No,SSD Version,HDD Part No,HDD Version,NVME Part No,NVME Version,M.2 SSD Part No,M.2 SSD Version,M.2 HDD Part No,M.2 HDD Version,CPU Cores,Enabled Core Count,CPU Sockets,CPU Core Count Per Socket,CPU Version,Processor Family,CPU Max Speed,CPU Speed,GPU Vendor,GPU Sub-Vendor,GPU Device,GPU Sub Device,GPU Class,GPU Revision,GPU Slot,No. of GPUs,Total Memory Capacity,Quantity Of Memory Sticks Per Node,Memory Capacity Per Node (in GiB),Used Memory Capacity (in GiB),Available Memory Capacity,Total Storage Capacity,Used Storage Capacity,Available Storage Capacity,Total SSD Capacity,Used SSD Capacity,Available SSD Capacity,Total HDD Capacity,Used HDD Capacity,Available HDD Capacity,No. of SSDs,No. of HDDs,No. of NVMes,No. of M.2 SSDs,No. of M.2 HDDs,VM Count,Hypervisor Type,Hypervisor Version,LCM Version,Install Country,Install Zip,Last Pulse Date,Contract Coverage,Contract Start Date,Prior Contract End Date,Contract End Date,Primary Contact,CVM vCPU,CVM Memory,CVM Uptime,Customer Experience Manager (CXM),Theater,Region,Sub Region
50bc4911-ead4-42a7-884d-bca14b15889c,"J105G35G",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXF",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061882-393a-e34f-6b7e-3a7c76724c80,"J105G35G","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","2.12","-","-","-","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","26.35.1012 (LNV0000000037)","eth0
eth1","All NVMe","-","-","-","-","Micron_7450_MTFDKCB1T9TFR","E2MU200","-","-","-","-","64","64","2","32","AMD EPYC 9354 32-Core Processor","Genoa",3800,"3250","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Graphics Family
GA107GL [A2 / A16]","Subsystem device 0000
Subsystem device 14a9
Subsystem device 2000","Display controller:3D controller
Display controller:VGA compatible controller:VGA controller","161
82","0000:45:00.0
0000:45:00.4
0000:45:00.5
0000:45:00.6
0000:45:00.7
0000:45:01.0
0000:45:01.1
0000:45:01.2
0000:45:01.3
0000:45:01.4
0000:45:01.5
0000:45:01.6
0000:45:01.7
0000:45:02.0
0000:45:02.1
0000:45:02.2
0000:45:02.3
0000:46:00.0
0000:46:00.4
0000:46:00.5
0000:46:00.6
0000:46:00.7
0000:46:01.0
0000:46:01.1
0000:46:01.2
0000:46:01.3
0000:46:01.4
0000:46:01.5
0000:46:01.6
0000:46:01.7
0000:46:02.0
0000:46:02.1
0000:46:02.2
0000:46:02.3
0000:47:00.0
0000:47:00.4
0000:47:00.5
0000:47:00.6
0000:47:00.7
0000:47:01.0
0000:47:01.1
0000:47:01.2
0000:47:01.3
0000:47:01.4
0000:47:01.5
0000:47:01.6
0000:47:01.7
0000:47:02.0
0000:47:02.1
0000:47:02.2
0000:47:02.3
0000:48:00.0
0000:48:00.4
0000:48:00.5
0000:48:00.6
0000:48:00.7
0000:48:01.0
0000:48:01.1
0000:48:01.2
0000:48:01.3
0000:48:01.4
0000:48:01.5
0000:48:01.6
0000:48:01.7
0000:48:02.0
0000:48:02.1
0000:48:02.2
0000:48:02.3
0000:65:00.0","69",755.01,"24","31.46",490.19,264.82,27.38,11.16,16.22,No data received in last 24 hours,10.12,-,-,0,-,-,-,"2",-,-,5,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,64.00 GiB,173 days and 03:57:46,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
53d921e5-9ebd-48fe-b28e-3395a56d2941,"WM251S002018",NX-1175S-G9,NX-SWO,"Calgary","WC-MUS-NXB",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",000631b7-bf0a-7a30-7263-7cc255eaabe0,"25SG5T050058","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW30.101",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",38.15,86.86,6.57,0.10,6.48,No data received in last 24 hours,0.09,-,-,0,-,-,-,"2",-,-,1,"AHV","20230302","-","CANADA (CA)","T2P1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-02-06,"-",2028-02-05,"awolde@wcap.ca",8,32.00 GiB,174 days and 13:36:48,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
57cc57fd-6031-4238-b09a-686cc2c71d43,"OM19BS011190",NX-1175S-G6,NX-SWO,"Gull Lake","WC-GLNNTNX01",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005a0fe-ace6-1f1b-0000-00000002b8a5,"19SM59520478","Nutanix","NX G6",NX-1175S-G6,"American Megatrends Inc.","PW70.002",5.14,31.25,"SuperMicro","7.13.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086)","5.16.3","1.63, 0x800009fb, 1.1747.0","eth0
eth1","HDD + SSD","INTEL SSDSC2KG960G8","XCV10135","HGST HUS728T8TALE6L4","V8GNW9G0","-","-","INTEL SSDSCKKB240G8","XC311135","-","-","8","8","1","8","Intel(R) Xeon(R) Silver 4108 CPU @ 1.80GHz","Sky Lake",4500,"1800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",250.87,"4","62.72",79.36,171.52,15.89,1.01,14.89,1.75,0.83,1.04,14.55,0.08,15.55,2,2,"0",1,-,4,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2020-01-29,"2025-01-05",2025-12-31,"ryan.kuffler@wcap.ca",8,24.00 GiB,Not Found,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
5a858029-0e38-494a-8da9-3ad612213c26,"J105G35D",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXF",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061882-393a-e34f-6b7e-3a7c76724c80,"J105G35D","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","2.12","-","-","-","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","26.35.1012 (LNV0000000037)","eth0
eth1","All NVMe","-","-","-","-","Micron_7450_MTFDKCB1T9TFR","E2MU200","-","-","-","-","64","64","2","32","AMD EPYC 9354 32-Core Processor","Genoa",3800,"3250","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Graphics Family
GA107GL [A2 / A16]","Subsystem device 0000
Subsystem device 14a9
Subsystem device 2000","Display controller:3D controller
Display controller:VGA compatible controller:VGA controller","161
82","0000:45:00.0
0000:45:00.4
0000:45:00.5
0000:45:00.6
0000:45:00.7
0000:45:01.0
0000:45:01.1
0000:45:01.2
0000:45:01.3
0000:45:01.4
0000:45:01.5
0000:45:01.6
0000:45:01.7
0000:45:02.0
0000:45:02.1
0000:45:02.2
0000:45:02.3
0000:46:00.0
0000:46:00.4
0000:46:00.5
0000:46:00.6
0000:46:00.7
0000:46:01.0
0000:46:01.1
0000:46:01.2
0000:46:01.3
0000:46:01.4
0000:46:01.5
0000:46:01.6
0000:46:01.7
0000:46:02.0
0000:46:02.1
0000:46:02.2
0000:46:02.3
0000:47:00.0
0000:47:00.4
0000:47:00.5
0000:47:00.6
0000:47:00.7
0000:47:01.0
0000:47:01.1
0000:47:01.2
0000:47:01.3
0000:47:01.4
0000:47:01.5
0000:47:01.6
0000:47:01.7
0000:47:02.0
0000:47:02.1
0000:47:02.2
0000:47:02.3
0000:48:00.0
0000:48:00.4
0000:48:00.5
0000:48:00.6
0000:48:00.7
0000:48:01.0
0000:48:01.1
0000:48:01.2
0000:48:01.3
0000:48:01.4
0000:48:01.5
0000:48:01.6
0000:48:01.7
0000:48:02.0
0000:48:02.1
0000:48:02.2
0000:48:02.3
0000:65:00.0","69",755.01,"24","31.46",647.33,107.67,27.39,11.16,16.24,No data received in last 24 hours,10.13,-,-,0,-,-,-,"2",-,-,6,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,64.00 GiB,173 days and 05:08:41,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
6674d08f-7010-43e9-9fe1-a4997755fe03,"WM251S000225",NX-1175S-G9,NX-SWO,"Calgary","WC-MUS-NXB",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",000631b7-bf0a-7a30-7263-7cc255eaabe0,"25SG5T050045","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW30.101",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",74.50,50.51,6.57,0.13,6.44,No data received in last 24 hours,0.12,-,-,0,-,-,-,"2",-,-,3,"AHV","20230302","-","CANADA (CA)","T2P1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-02-06,"-",2028-02-05,"awolde@wcap.ca",8,32.00 GiB,174 days and 13:34:01,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
699b2af4-4b5b-4042-84e7-94e100fd5144,"WM253S001173",NX-1175S-G9,NX-SWO,"Calgary","WC-GCK-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063e9d-48cc-f8c3-5293-7cc255ec2d38,"25SH5T280132","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",38.15,86.86,6.57,0.04,6.54,No data received in last 24 hours,0.04,-,-,0,-,-,-,"2",-,-,1,"AHV","20230302","-","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-07-24,"-",2028-07-23,"awolde@wcap.ca",8,32.00 GiB,55 days and 16:46:57,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
6a79ab25-6c24-4ffd-a930-898897d02f68,"OM226S016305",NX-1175S-G8,NX-SWO,"Kaybob","WC-KBP-NXB",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,"22SH5N320144","Nutanix","NX G8",NX-1175S-G8,"American Megatrends International, LLC.","WW61.101",5.22,31.25,"SuperMicro","8.02.02","Broadcom / LSI","SAS3816(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","231.0.153.0/pkg 231.1.162.1, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","HDD + SSD","KRM61RUG3T84","0105","WDC  WUH721818ALE6L4","PCGNW8C2","-","-","-","-","-","-","16","16","1","16","Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz","Ice Lake",4500,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b62","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",502.83,"8","62.85",153.39,349.44,41.29,0.84,40.46,6.98,0.75,6.75,32.74,0.01,35.15,2,2,"0",-,-,5,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2022-08-09,"2025-08-07",2026-08-07,"ryan.kuffler@wcap.ca",14,40.00 GiB,206 days and 07:04:26,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
6a80386d-6886-46dd-b2b4-1f6be7778119,"J105G35C",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXF",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061882-393a-e34f-6b7e-3a7c76724c80,"J105G35C","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","2.12","-","-","-","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","26.35.1012 (LNV0000000037)","eth0
eth1","All NVMe","-","-","-","-","Micron_7450_MTFDKCB1T9TFR","E2MU200","-","-","-","-","64","64","2","32","AMD EPYC 9354 32-Core Processor","Genoa",3800,"3250","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Graphics Family
GA107GL [A2 / A16]","Subsystem device 0000
Subsystem device 14a9
Subsystem device 2000","Display controller:3D controller
Display controller:VGA compatible controller:VGA controller","161
82","0000:45:00.0
0000:45:00.4
0000:45:00.5
0000:45:00.6
0000:45:00.7
0000:45:01.0
0000:45:01.1
0000:45:01.2
0000:45:01.3
0000:45:01.4
0000:45:01.5
0000:45:01.6
0000:45:01.7
0000:45:02.0
0000:45:02.1
0000:45:02.2
0000:45:02.3
0000:46:00.0
0000:46:00.4
0000:46:00.5
0000:46:00.6
0000:46:00.7
0000:46:01.0
0000:46:01.1
0000:46:01.2
0000:46:01.3
0000:46:01.4
0000:46:01.5
0000:46:01.6
0000:46:01.7
0000:46:02.0
0000:46:02.1
0000:46:02.2
0000:46:02.3
0000:47:00.0
0000:47:00.4
0000:47:00.5
0000:47:00.6
0000:47:00.7
0000:47:01.0
0000:47:01.1
0000:47:01.2
0000:47:01.3
0000:47:01.4
0000:47:01.5
0000:47:01.6
0000:47:01.7
0000:47:02.0
0000:47:02.1
0000:47:02.2
0000:47:02.3
0000:48:00.0
0000:48:00.4
0000:48:00.5
0000:48:00.6
0000:48:00.7
0000:48:01.0
0000:48:01.1
0000:48:01.2
0000:48:01.3
0000:48:01.4
0000:48:01.5
0000:48:01.6
0000:48:01.7
0000:48:02.0
0000:48:02.1
0000:48:02.2
0000:48:02.3
0000:65:00.0","69",755.01,"24","31.46",432.82,322.19,27.42,11.15,16.27,No data received in last 24 hours,10.11,-,-,0,-,-,-,"2",-,-,4,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,64.00 GiB,173 days and 04:50:31,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
6b9e2759-89b7-45be-90d3-7065f32bdd0a,"WM241S008194",NX-1175S-G9,NX-SWO,"Calgary","WC-KER-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",000619ac-5b08-796a-65ea-7cc255e25073,"24SH5T130252","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW10.201",5.31,31.25,"SuperMicro","1.00.10","Intel Corporation","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","223.0.161.0/pkg 223.1.96.0, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","8","8","1","8","Intel(R) Xeon(R) Gold 5415+","Sapphire Rapids",4000,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",250.92,"4","62.73",53.10,197.82,6.57,0.24,6.33,No data received in last 24 hours,0.22,-,-,0,-,-,-,"2",-,-,3,"AHV","20230302","3.1.1.62004","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-12,"-",2027-04-11,"awolde@wcap.ca",8,32.00 GiB,207 days and 19:10:05,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
70b58f99-aa61-4129-9289-bc16bb23ba54,"OM196S020623",NX-1175S-G6,NX-SWO,"Goodlow","WC-BDLNTNX01",EXPIRED,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005902b-e433-72e8-0000-00000002a6e3,"19SM59310202","Nutanix","NX G6",NX-1175S-G6,"American Megatrends Inc.","PW70.002",5.14,31.25,"SuperMicro","7.13.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086)","5.16.3","1.63, 0x800009fb, 1.1747.0","eth0
eth1","HDD + SSD","SAMSUNG MZ7KH960HAJR-00005","HXM7A04Q","ST8000NM0055-1RM112","SN05","-","-","Micron_5100_MTFDDAV240TCB","D0MU071","-","-","8","8","1","8","Intel(R) Xeon(R) Silver 4108 CPU @ 1.80GHz","Sky Lake",4500,"1800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",124.97,"4","31.24",36.24,88.73,15.89,0.25,15.64,1.75,0.22,1.66,14.55,0.01,15.62,2,2,"0",1,-,3,"AHV","20230302","3.2.1.71663","CANADA (CA)","V0C 1S0",2025-10-22,"Production: 24x7 service; NBD parts",2019-08-08,"-",2025-01-05,"ryan.kuffler@wcap.ca",6,20.00 GiB,Not Found,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
7618b1dd-313a-41d5-a452-9f41c4b4611c,"WM251S000142",NX-1175S-G9,NX-SWO,"Calgary","WC-GLP-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063373-2db4-cb89-6a84-7cc255eaac5e,"25SG5T050013","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW30.101",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",38.15,86.86,6.57,0.03,6.54,No data received in last 24 hours,0.03,-,-,0,-,-,-,"2",-,-,1,"AHV","20230302","-","CANADA (CA)","T2P1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-02-04,"-",2028-02-03,"awolde@wcap.ca",8,32.00 GiB,63 days and 13:45:47,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
81096dd6-d0f9-4da0-84d6-dc24eb8e4d56,"OM196S020694",NX-1175S-G6,NX-SWO,"Rocky Mountain House","WC-RMHNTNX01",EXPIRED,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005902a-f77c-9576-0000-00000002a6eb,"19SM59310210","Nutanix","NX G6",NX-1175S-G6,"American Megatrends Inc.","PW70.002",5.14,31.25,"SuperMicro","7.13.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086)","5.16.3","1.63, 0x800009fb, 1.1747.0","eth0
eth1","HDD + SSD","SAMSUNG MZ7KH960HAJR-00005","HXM7A04Q","ST8000NM0055-1RM112","SN05","-","-","Micron_5100_MTFDDAV240TCB","D0MU071","-","-","8","8","1","8","Intel(R) Xeon(R) Silver 4108 CPU @ 1.80GHz","Sky Lake",4500,"1800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",124.97,"4","31.24",38.19,86.77,15.89,2.21,13.68,1.75,0.65,1.22,14.55,1.36,14.27,2,2,"0",1,-,2,"AHV","20230302","3.2.1.71663","CANADA (CA)","T0M 0C0",2025-10-22,"Production: 24x7 service; NBD parts",2019-08-08,"-",2025-01-05,"ryan.kuffler@wcap.ca",6,20.00 GiB,Not Found,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
8166e4ca-6e14-47b5-8468-9615d4d63d61,"WM241S008196",NX-1175S-G9,NX-SWO,"Calgary","WC-OLDS-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00061a02-c6d8-af73-118f-7cc255e25075,"24SH5T130264","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW30.101",5.32,31.25,"SuperMicro","1.01.05","Intel Corporation","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","223.0.161.0/pkg 223.1.96.0, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","8","8","1","8","Intel(R) Xeon(R) Gold 5415+","Sapphire Rapids",4200,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",250.92,"4","62.73",47.01,203.91,6.57,0.12,6.45,No data received in last 24 hours,0.11,-,-,0,-,-,-,"2",-,-,2,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-12,"-",2027-04-11,"awolde@wcap.ca",8,32.00 GiB,209 days and 13:19:59,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
847848c5-3366-4996-b85d-fa46fb69efe7,"WM22BS018942",NX-1120S-G7,NX-SWO,"Musreau","WC-KWA-NXB",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",000610ba-e6e5-b3ee-69b2-3cecefdb38b1,"23SH5G300469","Nutanix","NX G7",NX-1120S-G7,"American Megatrends Inc.","PV50.001",5.14,31.25,"SuperMicro","7.11.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.16.3, 2.24.6","1.63, 0x800009fa, 5.50 0x80003351 1.3082.0","eth0
eth1
eth2
eth3
eth4
eth5
eth6
eth7","All SSD","SAMSUNG MZ7L31T9HBLT-00A07","JXTC304Q","-","-","-","-","INTEL SSDSCKKB240GZ","7CV10111","-","-","8","8","1","8","Intel(R) Xeon(R) D-2146NT CPU @ 2.30GHz","Sky Lake D",4000,"2300","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0986","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",250.88,"4","62.72",47.01,203.87,3.04,0.44,2.61,3.49,0.40,3.35,-,0,-,2,-,"0",1,-,2,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2023-08-09,"-",2026-08-08,"awolde@wcap.ca",8,32.00 GiB,28 days and 23:02:51,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
866c6fe1-fa6b-4880-98f6-d1b213b0323a,"WM253S001182",NX-1175S-G9,NX-SWO,"Calgary","WC-GCK-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063e9d-48cc-f8c3-5293-7cc255ec2d38,"25SH5T280089","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",38.15,86.86,6.57,0.05,6.52,No data received in last 24 hours,0.05,-,-,0,-,-,-,"2",-,-,1,"AHV","20230302","-","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-07-24,"-",2028-07-23,"awolde@wcap.ca",8,32.00 GiB,55 days and 16:44:16,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
