Cluster Name,Cluster UUID,Account Name,Account Executive Email,Account Executive,Theater,Region,Sub-Region,Storage Container Name,Storage Container UUID,Storage Pool Name,Storage Pool UUID,Compression Type,Finger Print Enabled,Replication Factor,Compression Enabled,Deduplication Enabled,Erasure Coding Enabled,Implicit Reserved Capacity (In TiB),Explicit Reserved Capacity (In TiB),Dedup Policy,Erasure Code,AOS/PC Version,NCC Version,Cluster Fault Tolerance,Last Pulse
"WC-GLP-NXA",00063373-2db4-cb89-6a84-7cc255eaac5e,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,9658af19-7ba1-4b56-88a4-8326ccd70b54,default-storage-pool-67273870584440,ed915fce-22ab-4eba-9081-b3f1ce173473,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
"WC-KBP-NXA",0005e712-d27c-1010-206a-3ceceffd92e0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,97443f70-20d6-4572-930c-e387c93b1122,default-storage-pool-22640150896682,754d7811-a5ae-4a7d-81a9-3b28363c6b22,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CGY-NXB",0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,Nutanix_WC-CGY-AFS03_ctr,99634342-2b20-4949-89b0-1eeb08833c6f,Not Found,Not Found,0.0,False,2,True,False,True,-,0,0.0,*/1,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CYNNTNX01",00059f6d-e733-a513-0000-00000002b8cd,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,9a44b889-260d-444b-86fa-d5f1467df3ba,default-storage-pool-178381,c863e432-91f9-4a3c-bf69-20bc1f81ada5,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-STR-NXA",00061057-fe1d-855f-4235-3cecefdb38a6,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,9d63cb0a-a74c-429a-9ea0-9d24e97907e8,default-storage-pool-62079400259280,3084ae26-0e74-475a-8382-9d76f9cad7f0,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-OLDS-NXA",00061a02-c6d8-af73-118f-7cc255e25075,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,9e6949f6-bc58-4825-ae28-f63479ad3402,default-storage-pool-59044353331635,ce9fc3ca-2d11-4633-b38b-3eded816e0d6,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-WEY-NXB",00060a38-a283-4d16-03fb-72e284297081,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,9e86dedc-ff4e-471c-b283-8492310aef0b,default-storage-pool-49518786424606,f5300265-2d58-4f89-8676-3b10d8a541cf,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,a09fff50-d378-4c64-bc2e-fc196a134ea6,default-storage-pool-18693190184050,a6072621-8c42-4dde-9ce1-dfee317c718a,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-CGY-NXF",00061882-393a-e34f-6b7e-3a7c76724c80,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,a2d3e552-a865-4aaf-956a-c2b2d01cc965,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-KBP-NXA",0005e712-d27c-1010-206a-3ceceffd92e0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,a519e308-3527-469c-8550-91587af3464e,default-storage-pool-22640150896682,754d7811-a5ae-4a7d-81a9-3b28363c6b22,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"DR-AWS-NXA",00062138-280a-23fc-d265-1cc0ae5e57ab,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,a650ca95-d2b5-4f9b-bbe9-0a6ca52f3543,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"7.0.1","5.1.1","FT1/RF2",2025-10-23
"WC-WEY-NXB",00060a38-a283-4d16-03fb-72e284297081,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-49518786424606,afa7f36a-13c2-4cc2-ae08-bb3d13b0a891,default-storage-pool-49518786424606,f5300265-2d58-4f89-8676-3b10d8a541cf,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-GLNNTNX01",0005a0fe-ace6-1f1b-0000-00000002b8a5,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,b1b1aacf-fe70-4694-b58d-d3ec8e34419e,default-storage-pool-178341,b35919fa-7bb2-46ae-9376-aca1624db979,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-BDLNTNX01",0005902b-e433-72e8-0000-00000002a6e3,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-173795,b81698f9-4f01-4273-9121-cdee98ed7612,default-storage-pool-173795,7297602d-f494-4ad8-b294-cde32684c636,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-92374547319703,ba285637-99b1-4c91-ad25-3c36cdebf266,default-storage-pool-92374547319703,4306057e-349e-4473-a842-8645964ff51a,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"DR-AWS-NXA",00062138-280a-23fc-d265-1cc0ae5e57ab,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,objectsl29d591e2be43449c6179afac999247c0,c1b50a89-1bad-4066-8d1f-8b3fe986de27,Not Found,Not Found,0.0,False,2,True,False,False,-,-,-,-,"7.0.1","5.1.1","FT1/RF2",2025-10-23
"WC-KWA-NXB",000610ba-e6e5-b3ee-69b2-3cecefdb38b1,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-5676102771936,c4addcf5-03da-4575-83c8-75f35171ff35,default-storage-pool-5676102771936,b60f431e-a882-4e23-81d2-91c9da28dffa,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CGY-NXB",0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,c4bd7058-35e8-4b16-99ee-bec07073d8cd,Not Found,Not Found,0.0,True,2,True,True,False,-,0,2.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,WC-CGY-NXA-CN1,c68b0a03-b36c-4eed-8796-f965a4b3ca4f,Not Found,Not Found,0.0,True,2,True,False,False,-,0,0.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-FOS-NXA",000619ff-ccac-366c-26f0-7cc255e24fc9,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,c72ab1bf-15c0-4ef0-9181-3318ea4d4e9d,default-storage-pool-83858006684554,a60432f2-5ad6-47f8-9d23-8d279f038a34,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-WEY-NXB",00060a38-a283-4d16-03fb-72e284297081,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,c93427b7-5dca-4492-8ab3-feaf79c14734,default-storage-pool-49518786424606,f5300265-2d58-4f89-8676-3b10d8a541cf,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-KBP-NXB",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,ca265a14-5eec-47db-9ddb-bad19cbf2abc,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-RST-NXA",0005e716-153b-a19e-276d-3ceceffe1e48,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,caf9364a-0a4a-4346-9666-41f66634e7d4,default-storage-pool-67195099786994,27d539e2-0e2f-4ca9-a008-46c018b2d466,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-RST-NXA",0005e716-153b-a19e-276d-3ceceffe1e48,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,ce40d768-0920-4b9a-9029-6dd5deb9358b,default-storage-pool-67195099786994,27d539e2-0e2f-4ca9-a008-46c018b2d466,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-GLNNTNX01",0005a0fe-ace6-1f1b-0000-00000002b8a5,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,cfb2d793-1d87-48d3-a6ee-91d70d5dfe4e,default-storage-pool-178341,b35919fa-7bb2-46ae-9376-aca1624db979,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,Nutanix_WC-CGY-AFS02_ctr,d05c533f-e1be-49a9-be21-7a1f158b37c2,Not Found,Not Found,0.0,False,2,True,False,False,-,-,0.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CGY-NXF",00061882-393a-e34f-6b7e-3a7c76724c80,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-65664554518278,d1da21d8-ccf4-4841-8ee6-a29132a1d3b8,Not Found,Not Found,0.0,False,2,True,False,False,-,0,0.0,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-SWC-NXA",00063ca9-807d-dcef-0000-000000027ccb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,d5d8c858-1127-4da2-b88f-598bcafdb55e,default-storage-pool-163019,65dbc073-2168-4492-a3c6-f4773b6f69b8,0.0,False,1,True,False,False,-,-,-,-,"6.10.1","5.0.1.1","No Fault Tolerance",2025-10-23
"WC-SUF-NXA",0006181b-b393-4a68-2042-3cecefdb3842,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-36444639382977,d6a4376a-369a-4385-8610-00784846165f,Not Found,Not Found,0.0,False,2,True,False,False,-,0,0.0,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,dce2f8c8-efc1-434f-99b0-f6c3710949f8,default-storage-pool-92374547319703,4306057e-349e-4473-a842-8645964ff51a,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,dd5ef96f-0d6d-4d51-99c8-f5944eca285c,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-FOS-NXA",000619ff-ccac-366c-26f0-7cc255e24fc9,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-83858006684554,e28898d8-f7c7-4936-85a3-83d6143e2da2,default-storage-pool-83858006684554,a60432f2-5ad6-47f8-9d23-8d279f038a34,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,e2d211b8-c421-42fe-a493-0fd201b76b95,default-storage-pool-42427743041,d1f61b99-3eac-457c-86dc-b46d2d26c666,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-18693190184050,e5e5c0d8-94fb-44f6-84c6-28c09643ba0c,default-storage-pool-18693190184050,a6072621-8c42-4dde-9ce1-dfee317c718a,-,False,2,False,False,False,-,0,0.0,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,Nutanix_WC-CGY-AFS01_ctr,e6534596-7445-4ffd-9bd7-f3c8f168ada2,Not Found,Not Found,0.0,False,2,True,False,False,-,-,0.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-SUF-NXA",0006181b-b393-4a68-2042-3cecefdb3842,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,e65d1e71-2acf-4ee0-836b-73af104f2b17,Not Found,Not Found,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-BDLNTNX01",0005902b-e433-72e8-0000-00000002a6e3,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,e794b6ff-e1b6-4645-8859-31519841bcc3,default-storage-pool-173795,7297602d-f494-4ad8-b294-cde32684c636,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-CGY-NXE",00061755-a6a5-3a82-390b-043201f0fd0a,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,NutanixManagementShare,e91050d4-a0dd-4d95-9387-f24b803feb8f,Not Found,Not Found,0.0,False,2,True,False,False,-,-,-,-,"6.10.1","5.2.0","FT1/RF2",2025-10-23
"WC-SWC-NXA",00063ca9-807d-dcef-0000-000000027ccb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-163019,ea24b083-e656-478f-9974-c808b3e9fa45,default-storage-pool-163019,65dbc073-2168-4492-a3c6-f4773b6f69b8,-,False,1,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","No Fault Tolerance",2025-10-23
"WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-42427743041,ecb1e9ca-2a83-42ac-87e5-1a601ef74bad,default-storage-pool-42427743041,d1f61b99-3eac-457c-86dc-b46d2d26c666,-,False,2,False,False,False,-,0,0.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-CGY-NXF",00061882-393a-e34f-6b7e-3a7c76724c80,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,Nutanix_CGY-AFS-P04_ctr,ee70dc2c-b3f8-481d-83b9-39d18d481b3d,Not Found,Not Found,0.0,False,2,True,False,True,-,0,0.0,*/1,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-BUT-NXA",000619c2-e438-a495-7e41-3cecefdb38c5,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-81015024120065,ef37e78b-0640-49a3-8688-79b76d2da036,Not Found,Not Found,0.0,False,2,True,False,False,-,0,0.0,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-CGY-NXD",0005e704-225b-e742-16fd-3ceceffe1ca0,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,Database,f56d0863-eb0b-4e95-a64f-0c1162466925,Not Found,Not Found,0.0,True,2,True,False,False,-,-,0.0,-,"6.10.1","5.2.1","FT1/RF2",2025-10-23
"WC-KWA-NXA",000581e3-76ec-96d8-0000-000000027cc9,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,SelfServiceContainer,f95b3bf8-ed2a-4f79-a980-8bda3c4ee794,default-storage-pool-163017,857ca8cf-78ea-400a-b9a3-8dae28d11520,0.0,False,2,True,False,False,-,0,-,-,"6.10.1","5.1.0","FT1/RF2",2025-10-23
"WC-GLP-NXA",00063373-2db4-cb89-6a84-7cc255eaac5e,"WhiteCap Resources","scott.sefcik@nutanix.com","Scott Sefcik",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,default-container-67273870584440,fc09892c-14c7-4a75-b92f-d3a494be81f8,default-storage-pool-67273870584440,ed915fce-22ab-4eba-9081-b3f1ce173473,-,False,2,False,False,False,-,-,-,-,"6.10.1","5.0.1.1","FT1/RF2",2025-10-23
