Cluster Name,Cluster UUID,Policy Name,Policy Description,Discovery Type,Primary Entity Type,Primary Impact,Status,Severity,Recommendation 1,First Discovered,Last Discovered,Discovery Message,State,Recommendation 2,AOS/PC Version,Visibility,Manual Resolvable,Account Name,Account Executive,Account Executive Email,Managing PC Name,Managing PC UUID,Hypervisor Version,LCM Version,Foundation Version,Block Serial Number,Experimental Policy,Last Pulse,Is Snoozed,Snooze Start Time,Snooze End Time,Snooze Set By
"WC-CGY-NXF",00061882-393a-e34f-6b7e-3a7c76724c80,D3-0336,"Detected Disaster Recovery is enabled on this cluster - upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows","General Issue",Cluster,"-",Opened,Warning,"Follow KB article",2025-08-28 17:29,2025-10-23 18:04,"The cluster **(Name: WC-CGY-NXF, UUID: 00061882-393a-e34f-6b7e-3a7c76724c80)** has Disaster recovery enabled.   Upgrading either the source or target cluster to AOS 7.3.0.5 may disrupt DR workflows, including protection, replication, and failovers, due to port 2020 being disabled by default.    Clusters with 0-RPO configured may also experience Stargate service instability after the upgrade.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7-f86e8a13",J105G35C,False,2025-10-23,False,-,-,-
"WC-CGY-NXF",00061882-393a-e34f-6b7e-3a7c76724c80,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:05,"The WC-CGY-NXF (UUID: 00061882-393a-e34f-6b7e-3a7c76724c80) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7-f86e8a13",J105G35A,False,2025-10-23,False,-,-,-
"WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:05,"The WC-EST-NXA (UUID: 00061972-1b06-3393-1190-7cc255e1e208) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130247,False,2025-10-23,False,-,-,-
"WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,D3-0314,"Single node clusters with two disks are susceptible to stargate fixer op issue during disk failure","General Issue",Cluster,"-",Opened,Critical,"Upgrade AOS",2025-05-08 03:21,2025-10-23 17:52,"Single node clusters  **(Name: WC-EST-NXA , UUID: 00061972-1b06-3393-1190-7cc255e1e208)** with two NVMe disks are susceptible to disk handling issues on AOS 6.10.1.5 and prior 6.10.x releases.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130247,False,2025-10-23,False,-,-,-
"WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,D2-0033,"Several security issues have been discovered in select G9 supermicro boards affecting the web server component of the BMC","SA",Cluster,"-",Opened,Critical,"Upgrade BMC with LCM",2024-10-10 05:43,2025-10-24 11:49,"The BMC version 1.00.10 on the following node(s) WM241S004139 on Cluster **( Name: WC-EST-NXA , UUID: 00061972-1b06-3393-1190-7cc255e1e208 )** is exposed to the Vulnerabilities in Supermicro BMC IPMI firmware. These issues may affect the web server component of the Baseband Management Controller (BMC) IPMI. See **Security Advisory #33** for more information.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130247,False,2025-10-23,False,-,-,-
"WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,D2-0035,"Vulnerability in Supermicro BIOS Firmware (aka PKFAIL) can leave systems vulnerable to attacks that target Secure Boot or other vectors","SA",Cluster,"-",Opened,Critical,"Upgrade BIOS with LCM",2024-10-10 05:41,2025-10-24 05:58,"The BIOS version(s) **10.201** on the node(s) **WM241S004139** in Cluster **( Name: WC-EST-NXA , UUID: 00061972-1b06-3393-1190-7cc255e1e208 )** is exposed to the Vulnerabilities in Supermicro BIOS firmware. Supermicro platforms may use insecure Platform Keys (PK), which represent the Root of Trust (RoT) for BIOS. These insecure keys were generated by American Megatrends International (AMI) and supplied as a reference example to Supermicro. The impacted systems are vulnerable to attacks that target Secure Boot or other vectors impacted by a problematic Root of Trust.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130247,False,2025-10-23,False,-,-,-
"WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,D3-0314,"Single node clusters with two disks are susceptible to stargate fixer op issue during disk failure","General Issue",Cluster,"-",Opened,Critical,"Upgrade AOS",2025-05-08 03:21,2025-10-23 17:52,"Single node clusters  **(Name: WC-KER-NXA , UUID: 000619ac-5b08-796a-65ea-7cc255e25073)** with two NVMe disks are susceptible to disk handling issues on AOS 6.10.1.5 and prior 6.10.x releases.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130252,False,2025-10-23,False,-,-,-
"WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,D2-0035,"Vulnerability in Supermicro BIOS Firmware (aka PKFAIL) can leave systems vulnerable to attacks that target Secure Boot or other vectors","SA",Cluster,"-",Opened,Critical,"Upgrade BIOS with LCM",2024-11-15 04:33,2025-10-24 05:57,"The BIOS version(s) **10.201** on the node(s) **WM241S008194** in Cluster **( Name: WC-KER-NXA , UUID: 000619ac-5b08-796a-65ea-7cc255e25073 )** is exposed to the Vulnerabilities in Supermicro BIOS firmware. Supermicro platforms may use insecure Platform Keys (PK), which represent the Root of Trust (RoT) for BIOS. These insecure keys were generated by American Megatrends International (AMI) and supplied as a reference example to Supermicro. The impacted systems are vulnerable to attacks that target Secure Boot or other vectors impacted by a problematic Root of Trust.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130252,False,2025-10-23,False,-,-,-
"WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,D2-0033,"Several security issues have been discovered in select G9 supermicro boards affecting the web server component of the BMC","SA",Cluster,"-",Opened,Critical,"Upgrade BMC with LCM",2024-11-15 04:35,2025-10-24 11:48,"The BMC version 1.00.10 on the following node(s) WM241S008194 on Cluster **( Name: WC-KER-NXA , UUID: 000619ac-5b08-796a-65ea-7cc255e25073 )** is exposed to the Vulnerabilities in Supermicro BMC IPMI firmware. These issues may affect the web server component of the Baseband Management Controller (BMC) IPMI. See **Security Advisory #33** for more information.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130252,False,2025-10-23,False,-,-,-
"WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:02,"The WC-KER-NXA (UUID: 000619ac-5b08-796a-65ea-7cc255e25073) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130252,False,2025-10-23,False,-,-,-
"WC-BUT-NXA",000619c2-e438-a495-7e41-3cecefdb38c5,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:05,"The WC-BUT-NXA (UUID: 000619c2-e438-a495-7e41-3cecefdb38c5) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",24SH5G120062,False,2025-10-23,False,-,-,-
"WC-FOS-NXA",000619ff-ccac-366c-26f0-7cc255e24fc9,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:03,"The WC-FOS-NXA (UUID: 000619ff-ccac-366c-26f0-7cc255e24fc9) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130075,False,2025-10-23,False,-,-,-
"WC-OLDS-NXA",00061a02-c6d8-af73-118f-7cc255e25075,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-OLDS-NXA (UUID: 00061a02-c6d8-af73-118f-7cc255e25075) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",24SH5T130264,False,2025-10-23,False,-,-,-
"WC-OLDS-NXA",00061a02-c6d8-af73-118f-7cc255e25075,D3-0314,"Single node clusters with two disks are susceptible to stargate fixer op issue during disk failure","General Issue",Cluster,"-",Opened,Critical,"Upgrade AOS",2025-05-08 03:21,2025-10-23 17:52,"Single node clusters  **(Name: WC-OLDS-NXA , UUID: 00061a02-c6d8-af73-118f-7cc255e25075)** with two NVMe disks are susceptible to disk handling issues on AOS 6.10.1.5 and prior 6.10.x releases.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.2.1.71663","foundation-5.7.1-b100e38c",24SH5T130264,False,2025-10-23,False,-,-,-
"WC-DUV-NXA",00061a29-6e0f-ec03-7d55-7cc255e24fe7,D3-0314,"Single node clusters with two disks are susceptible to stargate fixer op issue during disk failure","General Issue",Cluster,"-",Opened,Critical,"Upgrade AOS",2025-05-08 03:21,2025-10-23 17:52,"Single node clusters  **(Name: WC-DUV-NXA , UUID: 00061a29-6e0f-ec03-7d55-7cc255e24fe7)** with two NVMe disks are susceptible to disk handling issues on AOS 6.10.1.5 and prior 6.10.x releases.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130072,False,2025-10-23,False,-,-,-
"WC-DUV-NXA",00061a29-6e0f-ec03-7d55-7cc255e24fe7,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:02,"The WC-DUV-NXA (UUID: 00061a29-6e0f-ec03-7d55-7cc255e24fe7) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130072,False,2025-10-23,False,-,-,-
"WC-DUV-NXA",00061a29-6e0f-ec03-7d55-7cc255e24fe7,D2-0035,"Vulnerability in Supermicro BIOS Firmware (aka PKFAIL) can leave systems vulnerable to attacks that target Secure Boot or other vectors","SA",Cluster,"-",Opened,Critical,"Upgrade BIOS with LCM",2024-10-10 05:41,2025-10-24 05:56,"The BIOS version(s) **10.201** on the node(s) **WM241S008054** in Cluster **( Name: WC-DUV-NXA , UUID: 00061a29-6e0f-ec03-7d55-7cc255e24fe7 )** is exposed to the Vulnerabilities in Supermicro BIOS firmware. Supermicro platforms may use insecure Platform Keys (PK), which represent the Root of Trust (RoT) for BIOS. These insecure keys were generated by American Megatrends International (AMI) and supplied as a reference example to Supermicro. The impacted systems are vulnerable to attacks that target Secure Boot or other vectors impacted by a problematic Root of Trust.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130072,False,2025-10-23,False,-,-,-
"WC-DUV-NXA",00061a29-6e0f-ec03-7d55-7cc255e24fe7,D2-0033,"Several security issues have been discovered in select G9 supermicro boards affecting the web server component of the BMC","SA",Cluster,"-",Opened,Critical,"Upgrade BMC with LCM",2024-10-10 05:43,2025-10-24 11:48,"The BMC version 1.00.10 on the following node(s) WM241S008054 on Cluster **( Name: WC-DUV-NXA , UUID: 00061a29-6e0f-ec03-7d55-7cc255e24fe7 )** is exposed to the Vulnerabilities in Supermicro BMC IPMI firmware. These issues may affect the web server component of the Baseband Management Controller (BMC) IPMI. See **Security Advisory #33** for more information.",Bad,"-","6.10.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","3.1.1.62004","foundation-5.7.1-b100e38c",24SH5T130072,False,2025-10-23,False,-,-,-
"DR-AWS-NXA",00062138-280a-23fc-d265-1cc0ae5e57ab,D8-0016,"Cluster is configured to use a non-reliable NTP source","OTHER",Cluster,"-",Opened,Warning,"Follow Prism Web Console Guide",2024-09-03 13:14,2025-10-24 15:46,"Cluster **( Name: DR-AWS-NXA , UUID: 00062138-280a-23fc-d265-1cc0ae5e57ab )** is configured to use pool.ntp.org as a NTP source.  Pool.ntp.org is a community-based pool of timesources and should only be used for temporary testing purposes. It is not a reliable time source for production clusters. Please see the following statement from the nptpool.org website.   ```Consider if the NTP Pool is appropriate for your use. If business, organization or human life depends on having correct time or can be harmed by it being wrong, you shouldn't 'just get it off the internet'. The NTP Pool is generally very high quality, but it is a service run by volunteers in their spare time. Please talk to your equipment and service vendors about getting local and reliable service setup for you. See also our terms of service. We recommend time servers from Meinberg, but you can also find time servers from End Run, Spectracom and many others.```",Bad,"-","7.0.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Unnamed","38e2f3f8-03b2-4196-91b1-1b7d7294d6a8","10","3.1.1.62004","foundation-5.7.1-b100e38c",i-03152a766252337dc,False,2025-10-23,False,-,-,-
"DR-AWS-NXA",00062138-280a-23fc-d265-1cc0ae5e57ab,D3-0163,"Detected NC2 failures that may require administrator intervention","General Issue",Cluster,"-",Opened,Critical,"Go to NC2 Console",2025-10-20 03:48,2025-10-24 15:45,"The following Cluster **( Name: DR-AWS-NXA , UUID: 00062138-280a-23fc-d265-1cc0ae5e57ab )** is reporting unacknowledged failures in the NC2 console that may require manual intervention. Review the NC2 console notifications for more information     | Date | Type | Severity | Description | |----------|------|-----|-----|  | 2025-10-20	| CLOUD_PROVIDER_CONNECTION_ISSUES 	| ERROR	| System detected issues contacting AWS. Please refer to this KB article for more information: https://portal.nutanix.com/kb/9703 |",Bad,"-","7.0.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Unnamed","38e2f3f8-03b2-4196-91b1-1b7d7294d6a8","10","3.1.1.62004","foundation-5.7.1-b100e38c",i-0d390fd6c2b63f30d,False,2025-10-23,False,-,-,-
"DR-AWS-NXA",00062138-280a-23fc-d265-1cc0ae5e57ab,D1-0130,"High memory usage may lead to CVM Out-of-Memory (OOM) conditions and cluster instability","FA",Cluster,"-",Opened,Critical,"Upgrade AOS",2025-07-10 05:27,2025-10-24 15:46,"The cluster **( Name: DR-AWS-NXA , UUID: 00062138-280a-23fc-d265-1cc0ae5e57ab )** is currently running AOS version 7.0.1-5987da42. This AOS version is affected by an issue where system services can consume excessive memory, leading to CVM memory exhaustion. This condition can trigger out-of-memory (OOM) events, resulting in CVM crashes, restarts, or performance degradation, which may impact user workloads and cluster stability.",Bad,"-","7.0.1",External,False,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Unnamed","38e2f3f8-03b2-4196-91b1-1b7d7294d6a8","10","3.1.1.62004","foundation-5.7.1-b100e38c",i-03152a766252337dc,False,2025-10-23,False,-,-,-
"WC-MUS-NXB",000631b7-bf0a-7a30-7263-7cc255eaabe0,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-MUS-NXB (UUID: 000631b7-bf0a-7a30-7263-7cc255eaabe0) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","-","foundation-5.7-f86e8a13",25SG5T050058,False,2025-10-23,False,-,-,-
"WC-GLP-NXA",00063373-2db4-cb89-6a84-7cc255eaac5e,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-GLP-NXA (UUID: 00063373-2db4-cb89-6a84-7cc255eaac5e) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","-","foundation-5.7-f86e8a13",25SG5T050031,False,2025-10-23,False,-,-,-
"WC-SWC-NXA",00063ca9-807d-dcef-0000-000000027ccb,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-11 17:49,2025-10-23 18:04,"The WC-SWC-NXA (UUID: 00063ca9-807d-dcef-0000-000000027ccb) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","-","foundation-5.7-f86e8a13",19SM59050146,False,2025-10-23,False,-,-,-
"WC-GCK-NXA",00063e9d-48cc-f8c3-5293-7cc255ec2d38,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-09-13 17:54,2025-10-23 18:03,"The WC-GCK-NXA (UUID: 00063e9d-48cc-f8c3-5293-7cc255ec2d38) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","-","foundation-5.7-f86e8a13",25SH5T280099,False,2025-10-23,False,-,-,-
"WC-SMK-NXA",00063ea0-53a3-de29-49ae-7cc255ed44cb,D3-0337,"Cluster-wide Acropolis service restarts may impact VM availability","General Issue",Cluster,"-",Opened,Warning,"Upgrade AHV",2025-10-02 17:46,2025-10-23 18:04,"The WC-SMK-NXA (UUID: 00063ea0-53a3-de29-49ae-7cc255ed44cb) cluster may experience Acropolis service restarts, impacting VM availability.",Bad,"-","6.10.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","20230302","-","foundation-5.7-f86e8a13",25SH5T340027,False,2025-10-23,False,-,-,-
"Unnamed",38e2f3f8-03b2-4196-91b1-1b7d7294d6a8,D3-0332,"False Positive - MSP is not healthy","General Issue",Cluster,"-",Opened,Warning,"Upgrade NCC",2025-07-30 11:34,2025-10-24 11:49,"The PC Cluster: **** with **(UUID: 38e2f3f8-03b2-4196-91b1-1b7d7294d6a8 )** running **(5.1.1-16f10d0e)** may report a false positive: **MSP is not healthy** via ncm_pre_upgrade_checks. This may occurs after upgrading NCC to version NCC-5.1.1 on a Prism Central cluster below PC version 7.3, but has no functional impact on the cluster operation",Bad,"-","2024.3.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Applicable","Not Applicable","Not Applicable","-","-",Not Found,False,2025-10-23,False,-,-,-
"Unnamed",38e2f3f8-03b2-4196-91b1-1b7d7294d6a8,D8-0016,"Cluster is configured to use a non-reliable NTP source","OTHER",Cluster,"-",Opened,Warning,"Follow Prism Web Console Guide",2024-09-04 03:27,2025-10-24 15:46,"Cluster **( Name:  , UUID: 38e2f3f8-03b2-4196-91b1-1b7d7294d6a8 )** is configured to use pool.ntp.org as a NTP source.  Pool.ntp.org is a community-based pool of timesources and should only be used for temporary testing purposes. It is not a reliable time source for production clusters. Please see the following statement from the nptpool.org website.   ```Consider if the NTP Pool is appropriate for your use. If business, organization or human life depends on having correct time or can be harmed by it being wrong, you shouldn't 'just get it off the internet'. The NTP Pool is generally very high quality, but it is a service run by volunteers in their spare time. Please talk to your equipment and service vendors about getting local and reliable service setup for you. See also our terms of service. We recommend time servers from Meinberg, but you can also find time servers from End Run, Spectracom and many others.```",Bad,"-","2024.3.1",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Applicable","Not Applicable","Not Applicable","-","-",Not Found,False,2025-10-23,False,-,-,-
"PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,D8-0016,"Cluster is configured to use a non-reliable NTP source","OTHER",Cluster,"-",Opened,Warning,"Follow Prism Web Console Guide",2024-10-02 21:17,2025-10-24 15:46,"Cluster **( Name: PRISM.WCAP.CA , UUID: 8606610f-7ab8-409d-9687-50bedb2cdb1f )** is configured to use pool.ntp.org as a NTP source.  Pool.ntp.org is a community-based pool of timesources and should only be used for temporary testing purposes. It is not a reliable time source for production clusters. Please see the following statement from the nptpool.org website.   ```Consider if the NTP Pool is appropriate for your use. If business, organization or human life depends on having correct time or can be harmed by it being wrong, you shouldn't 'just get it off the internet'. The NTP Pool is generally very high quality, but it is a service run by volunteers in their spare time. Please talk to your equipment and service vendors about getting local and reliable service setup for you. See also our terms of service. We recommend time servers from Meinberg, but you can also find time servers from End Run, Spectracom and many others.```",Bad,"-","2024.3.1.7",External,True,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Applicable","Not Applicable","Not Applicable","-","-",Not Found,False,2025-10-23,False,-,-,-
